"","n","err","type"
"1",480,478.230432996561,"Glasso"
"2",480,94.2215839659771,"MB"
"3",480,84.9776654120327,"Hybrid MB"
"4",480,478.67568315933,"CLIME"
"5",480,478.007884180037,"ACLIME"
"6",480,50.7456992213405,"GreedyAndPrune"
