"","n","err","type"
"1",399,8.96521753474563,"Glasso"
"2",399,3.8219868316173,"MB"
"3",399,4.67018271155032,"Hybrid MB"
"4",399,6.61147613455355,"CLIME"
"5",399,12.4360329358137,"ACLIME"
"6",399,3.3028893842095,"GreedyAndPrune"
