"","n","err","type"
"1",8,1.27308801333535,"Glasso"
"2",8,0.995700271122474,"MB"
"3",8,1.28072385652448,"Hybrid MB"
"4",8,1.21704509937594,"CLIME"
"5",8,3.57483733032596,"ACLIME"
"6",8,0.804848726786057,"GreedyAndPrune"
