"","n","err","type"
"1",499,13.6497076008752,"Glasso"
"2",499,5.68313427696174,"MB"
"3",499,7.0704962805122,"Hybrid MB"
"4",499,10.6343186699807,"CLIME"
"5",499,18.7660550420567,"ACLIME"
"6",499,4.93804986807317,"GreedyAndPrune"
