"","n","err","type"
"1",99,7.40859592223761,"Glasso"
"2",99,3.49504996983486,"MB"
"3",99,4.44599908609153,"Hybrid MB"
"4",99,5.6904047100119,"CLIME"
"5",99,12.6186590252059,"ACLIME"
"6",99,3.0039473449519,"GreedyAndPrune"
