"","n","err","type"
"1",10,11.9311602762974,"Glasso"
"2",10,7.08831391188453,"MB"
"3",10,9.3663263053952,"Hybrid MB"
"4",10,9.81265717189481,"CLIME"
"5",10,42.9945986410138,"ACLIME"
"6",10,5.99557673745462,"GreedyAndPrune"
